cave,"동굴, 동굴 탐험을 하다, 굴을 파다, 움푹 들어가다"
scholar,"학자, 교수, 장학생, 모법생"
fiber,"섬유, 섬유질, 소질, 기질, 강도 내구성"
spouse,배우자
weary,"지친, 피고한, 지치게 하는, ~에 싫증난, ~에 싫증나다"
obey,"시키는 대로 하다, 따르다, 순종하다"
fence,"울타리, 장애물, 울타리를 치다, 펜싱을 하다"
brick,"벽돌, 벽돌 모양의 것, 든든한 친구, 벽도롤 둘러싸다"
resort,"휴양지, 리조트, 의지, 의존, 마지막/최후의 수단, 의존하다"
physics,물리학
prejudice,"편견, 선입관, 편견을 갖게 하다"
extract,"발췌, 초록, 추출물, 추출하다, 뜯어내다, 발췌하다"
purple,"자주색의, 화려한, 호화로운, 미사여구의, 보라색"
amazing,"놀라운, 굉장한"
impose,"도입하다, 부과하다, 강요하다, 폐를 끼치다"
needle,"바늘, 침, 갉다, 신경을 건드리다"
hip,"허리께, 골반 부위, 둔부, 엉덩이, 유행에 밝은"
criterion,기준
widow,"미망인, 과부, 홀어미, 남편을 잃다, 과부가 되다"
valve,"밸브, 판막"
assure,"장담하다, 확언하다, 보장하다"
descent,"내려오기, 내려가기, 하강, 강하, 내리막, 혈통, 가문, 가게"
allocation,"할당량, 할당"
contest,"대회, 시합, 다툼, 경쟁을 벌이다, 이의를 제기"
pan,"냄비, 한 냄비의 양, 혹평하다, 촬영하다"
panic,"극심한 공포, 공황, 허둥지둥함, 공황 상태"
occupy,"차지하다, 점령하다, 거주하다, 점거하다"
clever,"영리한, 똑독한, 기발한, 재치있는"
moreover,"게다가, 더욱이, 또한, 나아가"
leisure,"여가, 한가로움, 한가한"
trunk,"나무의 몸통, 코끼리의 코, 큰 가방, 트렁크, 몸통"
instinct,"본능, 타고난 소질, 직감"
hurry,"서두르다, 급히 하다, 재촉하다, 서두름, 급함"
rhythm,"리듬, 율동, 변화"
paradigm,"전형적인 예, 양식"
climb,"오르다, 올라가다, 등산을 하다, 상승하다, 등산, 상승"
convert,"전환하다, 바꾸다, 개종하다, 개조하다"
remind,"상기시키다, 다시 한 번 알려주다"
award,"상, 보수, 수여, 수여하다"
solemn,"침통한, 근엄한, 엄숙한"
confess,"자백하다, 고백하다, 고해성사를 하다"
frontier,"국경, 경계, 한계"
harsh,"가혹한, 혹독한, 거슬리는, 너무 강한"
authentic,"진본인, 진짜인, 정확한, 진짜와 꼭 같게 만든, 모사한"
pump,"펌프, 퍼내다, 솟구치다, 흔들리다, 질문을 퍼붓다"
pension,"연금, 생활 보조금, 수당"
induce,"설득하다, 유도하다, 유발하다, 분만을 유도하다"
charm,"매력, 매력적인 요소, 부적, 주문, 매혹하다, 사로잡다"
slide,"미끄러지다, 하락하다, 미끄럼틀, 하락, 사태"
inherit,"상속받다, 물려받다, 이어받다"
stake,"말뚝, 화형대, 지분, 이해관계, 건 돈, 걸다"
interact,"상호작용하다, 대화하다"
noon,"정오, 낮 12시, 한낮"
pole,"막대기, 기둥, 장대, 지구의 극, 자석의 극"
bet,"돈을 걸다, 틀림없다, 분명하다, 내기, 짐작"
trap,"덫, 올가미, 가두다, 함정에 빠뜨리다, 끼이다"
crack,"균열, 금, 틈, 금 가다, 갈라지다"
battery,"건전지, 배터리, 닭장, 수많은"
utter,"완전한, 순전한, 내다, 말을 하다"
intellect,"지적 능력, 지성, 지적 능력이 뛰어난 사람"
interfere,"간섭하다, 참견하다"
dense,"빽빽한, 밀집한, 짙은, 난해한, 복잡한, 밀도가 높은"
rod,"막대, 회초리, 매"
dual,"두 부분으로 된, 이중의"
audit,"회계감사, 검사, 회계를 감사하다"
beast,"짐승, 야수"
prize,"상, 상품, 상을 받을 만한, 훌륭한 모범이 되는, 소중하게 여기다"
deserve,"~을 받을 만한다, ~을 해야 마땅하다"
shallow,"얕은, 얄팍한, 피상적인, 호흡이 얕은"
juice,"즙, 육즙, 즙을 내다, 주스를 짜다"
deposit,"착수금, 예금, 침전물, 두다, 놓다, 예금하다, 맡기다"
fatigue,"피로, 약화, 잡역"
fraud,"사기, 사기꾼, 가짜, 엉터리"
contempt,"경멸, 멸시, 개의하지 않음, 무시"
carrier,"항공사, 수송 회사, 수송 차량, 보균자, 짐판, 나르는 사람"
jacket,"재킷, 상의, 반코트, 조끼"
manufacture,"제조하다, 생산하다, 지어내다, 만들어내다, 제조, 제품"
utmost,"최고의, 극도의, 최대한도"
canal,"운하, 수로, 관"
chin,턱
joke,"우스개, 농담, 웃기는 사람, 농담하다"
bench,"벤치, 긴 의자, 판사, 선수 대기석"
quote,"인용하다, 전달하다, 견적을 내다, 시세를 말하다"
torture,"고문, 고문과 같은것, 고문하다, 고문하듯 하다, 지독히 괴롭히다"
successive,"연속적인, 연이은, 잇따른"
jail,"교도소, 감옥, 투옥하다"
vein,"정맥, 잎맥, 나뭇결, 광맥, 방식, 태도"
wilderness,"황야, 황무지, 버려진 땅"
lease,"임대차 계약, 임대하다"
genre,"장르, 유형"
mate,"친구, 짝, 숙소를 함께 쓰는 사람, 짝짓기, 짝짓기를 하다"
spell,"철자를 말하다, 맞춤법에 맞게 쓰다, 결과를 초래하다, 주문, 매력"
lip,"입술, 가장자리, 테두리, 건방진 소리"
strip,"옷을 벗다, 벗기다, 분해하다, 박탈하다"
adjust,"조정하다, 적응하다, 바로잡다, 정돈하다"
launch,"시작하다, 착수하다, 출시하다, 발사하다, 진수시키다, 개시"
deed,"행위, 행동, 증서"
destiny,"운명, 운명의 힘"
timber,"수목, 산림, 목재, 재목"
discretion,"재량, 재량권, 신중함, 분별"
prey,"먹이, 사냥감, 희생자, 피해자"
implicit,"암시된, 내포된, 절대적인, 무조건적인"
disappear,"사라지다, 보이지 않게 되다, 없어지다, 실종되다"
ecological,"생태계의, 생태학의, 생태계에 관심을 가지고 염려하는"
abandon,"버리다, 버리고 떠나다, 포기하다, 방종, 자유분방"
treasure,"보물, 대단히 귀중한 것, 대단히 귀하게 여기다"
ugly,"못생긴, 추한, 보기 싫은, 험악한, 추잡한"
owe,"빚지고 있다, 신세를 지고 있다, 덕분이다"
mill,"방앗간, 제분소, 공장, 가는 기구, 갈다"
holiday,"휴가, 방학, 휴일, 명절, 축제일"
certificate,"증서, 증명서, 자격증, 면허증, 자격, 자격증을 교부하다"
scare,"겁주다, 겁먹게 하다, 무서워하다, 불안, 두려움"
decay,"부패, 부식, 쇠퇴, 썩다, 퇴락하다, 쇠퇴하다"
outstanding,"뛰어난, 걸출한, 아직 처리되지 않은, 미지불된"
hut,"오두막, 막사"
opera,"오페라, 가극, 오페라단, 오페라 극장"
vocabulary,"어휘, 단어, 용어"
warrant,"영장, 보증서, 근거, 이유, 정당하게 만들다"
hollow,"빈, 쑥 들어간, 공허한, 무의미한, 움푹 꺼진 곳, 구멍"
steep,"가파른, 급격한, 너무 비싼, 터무니없는, 적시다, 담그다"
cabinet,"캐비닛, 보관장, 정부의 내각"
marble,"대리석, 구슬, 지적 능력"
conjunction,"접속사, 결합, 관련"
sigh,"한숨을 쉬다, 한숨짓다, 한숨을 쉬며 말하다, 한숨"
quit,"그만하다, 떠나다, 중지하다"
hitherto,"지금까지, 그때까지"
bride,"신부, 새색시"
marine,"바다의, 해양의, 배의, 해상의, 해병대"
alien,"외국의, 외국인, 외계의, 이질적인, 생경한, 우주인"
amid,"가운데에, ~으로 에워싸인"
countenance,"얼굴, 표정, 지지하다"
scan,"살피다, 정밀 검사하다, 스캐너로 스캔하다"
lean,"기울다, 굽히다, 기대다, 군살이 없는, 수확이 적은"
rail,"나간, 철도, 레일을 깔다, 격분하다, 악담하다"
spin,"돌다, 실을 잣다, 거미집을 치다, 질주하다, 회전, 의견제시"
feminine,"여성스러운, 여자 같은, 여성의"
harvest,"수확, 수확물, 수확하다, 거둬들이다, 채취하다"
alert,"알리다, 경보를 발하다, 경계 태세, 경계경보, 기민한, 경계하는"
grid,"격자무늬, 배전관, 석쇠"
loyal,"충실한, 충성스러운"
intend,"의도하다, 작정하다, 생각하다, 의미하다"
assert,"주장하다, 확고히 하다, 발휘되기 시작하다"
maid,"가정부, 하녀, 처녀"
ashamed,"부끄러운, 창피한, 수치스러운"
seal,"봉인하다, 밀봉하다, 확정짓다, 봉쇄하다, 보증해주는 표시, 물개"
waist,"허리, 허리 부분"
mess,"엉망인 상태, 똥, 엉망으로 만들다, 똥을 누다"
rubber,"고무, 지우개, 삼세판 승부"
refuge,"피난(처), 도피(처), 은신처가 되어주는 곳, 보호시설"
notorious,악명 높은
trigger,"방아쇠, 계기, 폭파 장치, 촉발시키다, 작동시키다"
luxury,"호화로움, 사치, 드문 호사"
basket,"바구니, 한 바구니의 양"
blade,"날, 날개깃, 풀잎"
compete,"경쟁하다, 겨루다, 참가하다"
modify,"수정하다, 바꾸다, 조정하다, 변경하다"
correspond,"일치하다, 부합하다, 해당하다, 상응하다, 서신을 주고받다"
quest,"탐구, 탐색, 탐구하다, 탐색하다"
apt,"적절한, ~하는 경향이 있는, ~에 대해 소질을 타고난 사람"
tab,"색인표, 식별표, 계산서, 꼬리표"
disappointment,"실망, 낙심, 실망스러운 사람(것)"
trick,"속임수, 장난, 농담, 혼란스러운 것, 비결, 요령, 묘책"
cow,"암소, 젖소, 암컷, 겁을 주다"
insist,"고집하다, 주장하다, 우기다"
pupil,"학생, 문하생, 눈동자, 동공"
cake,"케이크, 납작하고 얇은 빵, 몫, 두껍게 바르다, 딱딱해지다"
grammer,"문법, 문법책"
pop,"팝(뮤직), 펑 하는 소리가 나다, 불쑥 나타나다, 대중적인"
wit,"기지, 재치, 재치 있는 사람, 분별력, 이지력"
deer,사슴
miracle,"기적, 놀라운 일, 경이, 놀랄 만한 예"
caution,"조심, 경고, 주의, ~하지 말라고 주의를 주다"
exile,"망명, 추방, 유배, 망명자, 추배된 사람"
defect,"결함, 버리다, 떠나다"
endure,"견디다, 참다, 인내하다, 오래가다, 지속되다"
intrinsic,"고유한, 본질의"
gradual,"점진적인, 서서히 일어나는, 완만한"
beg,"간청하다, 애원하다, 탄원하다, 구걸하다"
cottage,"오두막, 별장 작은집"
honey,"꿀, 벌꿀, 다정다감한 사람, 여보, 자기"
behave,"처신하다, 행동하다, 예의 바르게 행동하다, 행동을 보이다"
bomb,"폭탄, 핵폭탄, 많은 돈, 대실패, 폭격하다, 완전히 망치다"
pine,"소나무, 솔, 몹시 슬퍼하다, 수척해지다"
baseball,"야구, 야구공"
courtesy,"공손함, 정중함, 예의상 하는말"
compassion,"연민, 동정심"
notwithstanding,"~에도 불구하고, 그러하긴 하지만, 그래도"
derive,"끌어내다, 파생하다, 유래를 찾다, 유도하다"
hint,"힌트, 암시, 전조, 징후, 넌지시 알려주다, 힌트를 주다"
regiment,"연대, 다수"
deliberate,"고의의, 의도적인, 신중한, 숙고하다, 신중히 생각하다"
attain,"이루다, 획득하다, 이르다, 달하다"
accompany,"동반하다, 동행하다, 동반되다, 반주를 해주다"
nest,"둥지, 집, 소굴, 둥지를 틀다, 끼워 넣다"
dish,"접시, 설거지감, 요리"
concert,"연주회, 콘서트, 공연, 음악회"
hire,"고용하다, 빌리다, 빌림, 대여"
mineral,"광물, 무기물, 미네랄"
broadcast,"방송하다, 널리 알리다, 광고하다, 방송"
revenge,"복수, 보복, 설욕"
ghost,"유령, 기억, 환영, 적은 양, 소리 없이 움직이다"
swing,"흔들리다, 획 움직이다, 빙 동다, 휘두르다, 그네, 선회, 스윙"
swim,"수영하다, 헤엄치다, 그득하다, 어질어질하다, 수영"
shower,"샤워, 소나기, 소나기처럼 퍼붓는 것들, 샤워하다, 쏟아붓다"
transparent,"투명한, 속이 뻔히 들여다보는, 명백한, 명료한, 알기 쉬운"
fan,"선풍기, 환풍기, 팬, 부채, 부채질을 하다"
parliament,"의회, 국회"
invest,"투자하다, 출자하다, 쏟다, 부여하다"
biology,"생물학, 생명작용, 생명 활동"
pit,"구덩이, 갱, 채취장, 패인 자국, 자국을 넘기다"
gang,"갱, 범죄 조직, 패거리, 친구들 무리"
stern,"엄중한, 근엄한, 심각한, 고물, 선미"
intercourse,"교류, 교제, 소통, 육체적 관계"
surplus,"과잉, 흑자, 잉여, 과잉의, 잉여의"
spontaneous,"자연스러움, 마음에서 우러난, 즉흥적인"
analogy,"비유, 유추"
breeze,"산들바람, 미풍, 식은 죽 먹기, 거침없이 움직이다"
span,"기간, 시간, 폭, 범위, 걸치다, 포괄하다"
mortgage,"저당, 잡히다, 대출, 융자"
ego,"자아, 자존심"
retail,"소매, 유통, 판매"
hunt,"사냥하다, 찾다, 추적하다, 물색"
absurd,"우스꽝스러운, 터무니없는, 불합리, 부조리"
statue,조각상
elegant,"우아한, 품격있는, 명쾌한"
apple,사과
cigarette,"담배, 궐련"
tomb,무덤
sheer,"순전한, 순수한, 깎아지는 듯한"
specimen,"견본, 샘플, 표본, 시료"
diplomatic,"외교의, 외교적 수완이 있는"
advocate,"지지하다, 옹호하다"
oath,"맹세, 서약, 선서"
ticket,"표, 입장권, 승차권, 딱지, 표를 발행하다, 딱지를 발부하다"
idle,"게으른, 나태한, 가동되지 않는, 실직 상태인, 빈둥거리다"
arrange,"마련하다, 처리하다, 정리하다, 배열하다, 편곡하다"
envelope,"봉투, 비닐봉지"
packet,"통, 갑, 곽, 소포, 꾸러미, 뭉치"
obscure,"잘 알려져 있지 않은, 이해하기 힘든, 모호한, 보기 어렵게 하다"
sketch,"스케치, 촌극, 개요, 요약문, 스케치하다, 개요를 제시하다"
collar,"칼라, 깃, 목걸이, 이음 고리"
urge,"충고하다, 강력히 권고하다, 재촉하다"
spine,"척추, 등뼈, 가시 등"
momentum,"운동량, 탄력(가속도)"
stiff,"뻣뻣한, 빡빡한, 결리는, 심한, 힘든, 경직된, 몹시, 극심하게"
flour,"가루, 밀가루, 밀가루를 바르다"
persuade,"설득하다, 납득시키다, 하게 만들다"
tune,"곡, 곡조, 선율, 음을 맞추다, 조율하다, 정비하다"
bind,"묶다, 감다, 싸다, 결속시키다, 의무를 지우다, 굳다, 엉기다"
meternal,"어머니다운, 모성의, 어머니의, 모계의, 외가쪽의"
chaos,"혼란, 혼돈, 카오스"
rat,"쥐, 쥐새끼 같은 놈"
fracture,"골절, 균열, 금, 골절됨, 파열되다, 분열되다"
hydrogen,수소
legend,"전설, 범례, 명각"
atom,"원자, 지극히 작은 것"
lion,사자
geometry,"기하학, 기하학적 구조"
stir,"젓다, 섞다, 흔들리다, 자극하다, 동요, 젓기"
satellite,"인공위성, 위성, 위성도시"
lap,"무릎, 한 바퀴, ~을 접다, ~을 싸다"
decent,"괜찮은, 제대로 된, 품위 있는, 적절한"
temptation,"유혹, 유혹하는 것"
pose,"제기하다, 자세를 취하다, ~인 체하다, 뻐기다, 자세"
feast,"연회, 잔치, 축제일, 향연"
sincere,"진실된, 진정한, 진심 어린, 솔직한, 진심의"
peasant,"소작농, 무식쟁이"
foster,"조성하다, 발전시키다, 아이를 맡아 기르다, 위탁 양육하다"
dim,"어둑한, 침침한, 희미한, 밝지 않은, 어둑해지다, 수그러들다"
stance,"입장, 태도, 자세"
calendar,"달력, 일정표, 연간 주요 행사표"
enforce,"집행하다, 강요하다"
brow,"이마, 꼭대기, 등성이"
airport,공항
bite,"물다, 물어뜯다, 악영향을 미치다"
pin,"핀, 배지, 비밀번호, 꽂다, 꼼작 못하게 하다"
gear,"기어, 장비, 장치, 속도, 기어를 넣다, 적응시키다"
gallery,"미술관, 화랑, 미술품점"
sweat,"땀, 노력, 수고, 땀에 젖은 상태, 땀을 흘리다, 초조하다"
covenant,"약속, 계약, 기부금 불입 증서"
pardon,"미안해요, 뭐라구요, 사면, 용서, 사면하다, 용서하다"
comply,"따르다, 준수하다"
rape,"강간하다, 강간, 훼손, 짓밟다"
emission,배출
tropical,"열대지방의, 열대의"
tunnel,"터널, 굴, 터널을 뚫다"
neural,"신경의, 신경중추의"
forestall,"미연에 방지하다, 기선을 제압하다"
illusion,"오해, 착각, 환상, 환각"
robust,"원기 왕성한, 팔팔한, 튼튼한, 탄탄한, 씩씩한, 투지 넘치는"
wagon,"4륜차, 배달용 트럭, 마차"
urine,"소변, 오줌"
glow,"빛나다, 타다, 상기되다, 발갛다, 타오르다, 불빛, 단풍, 감정"
prose,산문
intact,"손상되지 않은, 온전한"
invite,"초대하다, 요청하다, 불러들이다"
shaft,"수직 통로, 손잡이, 화살대, 축, 날카로운 발언, 부당 대우하다"
ample,"충분한, 넓은, 풍부한, 풍만한"
incentive,"장려책, 우대책"
explode,"폭발하다, 터뜨리다, 굉음을 내다, 타파하다"
shield,"방패, 보호자, 보호장치, 보호하다, 가리다"
canvas,"캔버스, 천, 화폭, 유화"
vivid,"생생한, 선명한, 강렬한, 활발한"
silly,"어리석은, 바보 같은, 우스꽝스러운, 유치한, 바보"
